a#apócrifo	apócrifo	a	01916693
a#aqueu	aqueu	a	02600893
a#aquiescente	aquiescente	a	01612627
a#aquoso	aquoso	a	02551259 00756459 02262365 02636582 02636461
a#aquática	aquática	a	00124077
a#aquático	aquático	a	00124077 02636582
a#aramaico	aramaico	a	02637063
a#arbitrária	arbitrária	a	00718924
a#arbitrário	arbitrário	a	00718924
a#arborizado	arborizado	a	02573859
a#arbóreo	arbóreo	a	00141818 02638121
a#arcaica	arcaica	a	01639230
a#arcaico	arcaico	a	01639230
a#arcano	arcano	a	00899612
a#ardente	ardente	a	01726235 00886253 00475308
a#ardiloso	ardiloso	a	00148078
a#arduo	arduo	a	00745858 00837977 00836544
a#arejado	arejado	a	02508917
a#arenoso	arenoso	a	00244199 00142040
a#argeliano	argeliano	a	02977826
a#argelino	argelino	a	02977826
a#argentino	argentino	a	02966972
a#argiloso	argiloso	a	02905050 00142270
a#argumentável	argumentável	a	01799670
a#arguto	arguto	a	01745846
a#argênteo	argênteo	a	01529053
a#ariano	ariano	a	03074565
a#arisco	arisco	a	01801600
a#aristocrata	aristocrata	a	01590484
a#aristocrático	aristocrático	a	01590484
a#aritmético	aritmético	a	03044869
a#armado	armado	a	01094647 00146210
a#arménico	arménico	a	02625648
a#aromática	aromática	a	01052248
a#aromático	aromático	a	02641378
a#arqueológico	arqueológico	a	02638392
a#arquetípico	arquetípico	a	01011392
a#arquiepiscopal	arquiepiscopal	a	02639895
a#arquitetônico	arquitetônico	a	02898121 02897957
a#arranjado	arranjado	a	01681028
a#arriscado	arriscado	a	02060496 00066146
a#arriscador	arriscador	a	00066146
a#arrogante	arrogante	a	01889819
a#arrojado	arrojado	a	00262792
a#arrítmico	arrítmico	a	02021235
a#arteiro	arteiro	a	02121859
a#arterial	arterial	a	02641856
a#arteriovenoso	arteriovenoso	a	02642258
a#artesanal	artesanal	a	00673456
a#artesiano	artesiano	a	00098933
a#articulado	articulado	a	00153410
a#artificial	artificial	a	00073048 01680417 01573238 00073465 01571363
a#artificioso	artificioso	a	00074094
a#artiodátilo	artiodátilo	a	02643673
a#artrítico	artrítico	a	01173795
a#artístico	artístico	a	02393086 00069948 02991122
a#aruaque	aruaque	a	02637537
a#arábico	arábico	a	03044740
a#arável	arável	a	01865807
a#ascendente	ascendente	a	02484208
a#ascético	ascético	a	00009618 02644177
a#asiática	asiática	a	02968525
a#asiático	asiático	a	02968525
a#asmático	asmático	a	01174048
a#assado	assado	a	00618377 00616532
a#assassinado	assassinado	a	00096072
a#asseado	asseado	a	02423284
a#assertivo	assertivo	a	00156101
a#assexual	assexual	a	02135913
a#assignat	assignat	a	00846944
a#assim_assim	assim_assim	a	01674604
a#assim_chamado	assim_chamado	a	01916555
a#assimétrico	assimétrico	a	01961048 02373599
a#assintomático	assintomático	a	02540899
a#associativo	associativo	a	00157389
a#assombrada	assombrada	a	00544478
a#assombroso	assombroso	a	02359789
a#assumido	assumido	a	01116857
a#assustado	assustado	a	00079629
a#assustador	assustador	a	00194924
a#asséptico	asséptico	a	02115759
a#assíduo	assíduo	a	00754682 00754393
a#assíncrono	assíncrono	a	02379595 02380819
a#astral	astral	a	02802976
a#astrológico	astrológico	a	02910506
a#astronômico	astronômico	a	01383582 02646605
a#astríaco	astríaco	a	02961099
a#astuto	astuto	a	02466734 00148078 00438909 01310685 00147734 00061885 01307690
a#atabalhoado	atabalhoado	a	01924803
a#atempado	atempado	a	00135342
a#atencioso	atencioso	a	01194483
a#ateniense	ateniense	a	02972499
a#atento	atento	a	00309021 01194483 01977488 00325281 00164308 00163592
a#atenuante	atenuante	a	00923671
a#atenue	atenue	a	00882166
a#aterrorizado	aterrorizado	a	00078576
a#ateístico	ateístico	a	02826443 01784217
